dt,name,value
2000-01,IPCA,0.62
2000-02,IPCA,0.13
2000-03,IPCA,0.22
2000-04,IPCA,0.42
2000-05,IPCA,0.01
2000-06,IPCA,0.23
2000-07,IPCA,1.61
2000-08,IPCA,1.31
2000-09,IPCA,0.23
2000-10,IPCA,0.14
2000-11,IPCA,0.32
2000-12,IPCA,0.59
2001-01,IPCA,0.57
2001-02,IPCA,0.46
2001-03,IPCA,0.38
2001-04,IPCA,0.58
2001-05,IPCA,0.41
2001-06,IPCA,0.52
2001-07,IPCA,1.33
2001-08,IPCA,0.7
2001-09,IPCA,0.28
2001-10,IPCA,0.83
2001-11,IPCA,0.71
2001-12,IPCA,0.65
2002-01,IPCA,0.52
2002-02,IPCA,0.36
2002-03,IPCA,0.6
2002-04,IPCA,0.8
2002-05,IPCA,0.21
2002-06,IPCA,0.42
2002-07,IPCA,1.19
2002-08,IPCA,0.65
2002-09,IPCA,0.72
2002-10,IPCA,1.31
2002-11,IPCA,3.02
2002-12,IPCA,2.1
2003-01,IPCA,2.25
2003-02,IPCA,1.57
2003-03,IPCA,1.23
2003-04,IPCA,0.97
2003-05,IPCA,0.61
2003-06,IPCA,-0.15
2003-07,IPCA,0.2
2003-08,IPCA,0.34
2003-09,IPCA,0.78
2003-10,IPCA,0.29
2003-11,IPCA,0.34
2003-12,IPCA,0.52
2004-01,IPCA,0.76
2004-02,IPCA,0.61
2004-03,IPCA,0.47
2004-04,IPCA,0.37
2004-05,IPCA,0.51
2004-06,IPCA,0.71
2004-07,IPCA,0.91
2004-08,IPCA,0.69
2004-09,IPCA,0.33
2004-10,IPCA,0.44
2004-11,IPCA,0.69
2004-12,IPCA,0.86
2005-01,IPCA,0.58
2005-02,IPCA,0.59
2005-03,IPCA,0.61
2005-04,IPCA,0.87
2005-05,IPCA,0.49
2005-06,IPCA,-0.02
2005-07,IPCA,0.25
2005-08,IPCA,0.17
2005-09,IPCA,0.35
2005-10,IPCA,0.75
2005-11,IPCA,0.55
2005-12,IPCA,0.36
2006-01,IPCA,0.59
2006-02,IPCA,0.41
2006-03,IPCA,0.43
2006-04,IPCA,0.21
2006-05,IPCA,0.1
2006-06,IPCA,-0.21
2006-07,IPCA,0.19
2006-08,IPCA,0.05
2006-09,IPCA,0.21
2006-10,IPCA,0.33
2006-11,IPCA,0.31
2006-12,IPCA,0.48
2007-01,IPCA,0.44
2007-02,IPCA,0.44
2007-03,IPCA,0.37
2007-04,IPCA,0.25
2007-05,IPCA,0.28
2007-06,IPCA,0.28
2007-07,IPCA,0.24
2007-08,IPCA,0.47
2007-09,IPCA,0.18
2007-10,IPCA,0.3
2007-11,IPCA,0.38
2007-12,IPCA,0.74
2008-01,IPCA,0.54
2008-02,IPCA,0.49
2008-03,IPCA,0.48
2008-04,IPCA,0.55
2008-05,IPCA,0.79
2008-06,IPCA,0.74
2008-07,IPCA,0.53
2008-08,IPCA,0.28
2008-09,IPCA,0.26
2008-10,IPCA,0.45
2008-11,IPCA,0.36
2008-12,IPCA,0.28
2009-01,IPCA,0.48
2009-02,IPCA,0.55
2009-03,IPCA,0.2
2009-04,IPCA,0.48
2009-05,IPCA,0.47
2009-06,IPCA,0.36
2009-07,IPCA,0.24
2009-08,IPCA,0.15
2009-09,IPCA,0.24
2009-10,IPCA,0.28
2009-11,IPCA,0.41
2009-12,IPCA,0.37
2010-01,IPCA,0.75
2010-02,IPCA,0.78
2010-03,IPCA,0.52
2010-04,IPCA,0.57
2010-05,IPCA,0.43
2010-06,IPCA,0.0
2010-07,IPCA,0.01
2010-08,IPCA,0.04
2010-09,IPCA,0.45
2010-10,IPCA,0.75
2010-11,IPCA,0.83
2010-12,IPCA,0.63
2011-01,IPCA,0.83
2011-02,IPCA,0.8
2011-03,IPCA,0.79
2011-04,IPCA,0.77
2011-05,IPCA,0.47
2011-06,IPCA,0.15
2011-07,IPCA,0.16
2011-08,IPCA,0.37
2011-09,IPCA,0.53
2011-10,IPCA,0.43
2011-11,IPCA,0.52
2011-12,IPCA,0.5
2012-01,IPCA,0.56
2012-02,IPCA,0.45
2012-03,IPCA,0.21
2012-04,IPCA,0.64
2012-05,IPCA,0.36
2012-06,IPCA,0.08
2012-07,IPCA,0.43
2012-08,IPCA,0.41
2012-09,IPCA,0.57
2012-10,IPCA,0.59
2012-11,IPCA,0.6
2012-12,IPCA,0.79
2013-01,IPCA,0.86
2013-02,IPCA,0.6
2013-03,IPCA,0.47
2013-04,IPCA,0.55
2013-05,IPCA,0.37
2013-06,IPCA,0.26
2013-07,IPCA,0.03
2013-08,IPCA,0.24
2013-09,IPCA,0.35
2013-10,IPCA,0.57
2013-11,IPCA,0.54
2013-12,IPCA,0.92
2014-01,IPCA,0.55
2014-02,IPCA,0.69
2014-03,IPCA,0.92
2014-04,IPCA,0.67
2014-05,IPCA,0.46
2014-06,IPCA,0.4
2014-07,IPCA,0.01
2014-08,IPCA,0.25
2014-09,IPCA,0.57
2014-10,IPCA,0.42
2014-11,IPCA,0.51
2014-12,IPCA,0.78
2015-01,IPCA,1.24
2015-02,IPCA,1.22
2015-03,IPCA,1.32
2015-04,IPCA,0.71
2015-05,IPCA,0.74
2015-06,IPCA,0.79
2015-07,IPCA,0.62
2015-08,IPCA,0.22
2015-09,IPCA,0.54
2015-10,IPCA,0.82
2015-11,IPCA,1.01
2015-12,IPCA,0.96
2016-01,IPCA,1.27
2016-02,IPCA,0.9
2016-03,IPCA,0.43
2016-04,IPCA,0.61
2016-05,IPCA,0.78
2016-06,IPCA,0.35
2016-07,IPCA,0.52
2016-08,IPCA,0.44
2016-09,IPCA,0.08
2016-10,IPCA,0.26
2016-11,IPCA,0.18
2016-12,IPCA,0.3
2017-01,IPCA,0.38
2017-02,IPCA,0.33
2017-03,IPCA,0.25
2017-04,IPCA,0.14
2017-05,IPCA,0.31
2017-06,IPCA,-0.23
2017-07,IPCA,0.24
2017-08,IPCA,0.19
2017-09,IPCA,0.16
2017-10,IPCA,0.42
2017-11,IPCA,0.28
2017-12,IPCA,0.44
2018-01,IPCA,0.29
2018-02,IPCA,0.32
2018-03,IPCA,0.09
2018-04,IPCA,0.22
2018-05,IPCA,0.4
2018-06,IPCA,1.26
2018-07,IPCA,0.33
2018-08,IPCA,-0.09
2018-09,IPCA,0.48
2018-10,IPCA,0.45
2018-11,IPCA,-0.21
2018-12,IPCA,0.15
2019-01,IPCA,0.32
2019-02,IPCA,0.43
2019-03,IPCA,0.75
2019-04,IPCA,0.57
2019-05,IPCA,0.13
2019-06,IPCA,0.01
2019-07,IPCA,0.19
2019-08,IPCA,0.11
2019-09,IPCA,-0.04
2019-10,IPCA,0.1
2019-11,IPCA,0.51
2019-12,IPCA,1.15
2020-01,IPCA,0.21
2020-02,IPCA,0.25
2020-03,IPCA,0.07
2020-04,IPCA,-0.31
2020-05,IPCA,-0.38
2020-06,IPCA,0.26
2020-07,IPCA,0.36
2020-08,IPCA,0.24
2020-09,IPCA,0.64
2020-10,IPCA,0.86
2020-11,IPCA,0.89
2020-12,IPCA,1.35
2021-01,IPCA,0.25
2021-02,IPCA,0.86
2021-03,IPCA,0.93
2021-04,IPCA,0.31
2021-05,IPCA,0.83
2021-06,IPCA,0.53
2021-07,IPCA,0.96
2021-08,IPCA,0.87
2021-09,IPCA,1.16
2021-10,IPCA,1.25
2021-11,IPCA,0.95
2021-12,IPCA,0.73
2022-01,IPCA,0.54
2022-02,IPCA,1.01
2022-03,IPCA,1.62
2022-04,IPCA,1.06
2022-05,IPCA,0.47
2022-06,IPCA,0.67
2022-07,IPCA,-0.68
2022-08,IPCA,-0.36
2022-09,IPCA,-0.29
2022-10,IPCA,0.59
2022-11,IPCA,0.41
2022-12,IPCA,0.62
2023-01,IPCA,0.53
2023-02,IPCA,0.84
2023-03,IPCA,0.71
2023-04,IPCA,0.61
2023-05,IPCA,0.23
2023-06,IPCA,-0.08
2023-07,IPCA,0.12
2023-08,IPCA,0.23
2023-09,IPCA,0.26
2023-10,IPCA,0.24
2023-11,IPCA,0.28
2023-12,IPCA,0.56
2024-01,IPCA,0.42
2024-02,IPCA,0.83
2024-03,IPCA,0.16
2024-04,IPCA,0.38
2024-05,IPCA,0.46
2024-06,IPCA,0.21
2024-07,IPCA,0.38
2024-08,IPCA,-0.02
2024-09,IPCA,0.44
2024-10,IPCA,0.56
2024-11,IPCA,0.39
2024-12,IPCA,0.52
2025-01,IPCA,0.16
2025-02,IPCA,1.31
2025-03,IPCA,0.56
2025-04,IPCA,0.43
2025-05,IPCA,0.26
2025-06,IPCA,0.24
2025-07,IPCA,0.26
2025-08,IPCA,-0.11
2025-09,IPCA,0.48
2025-10,IPCA,0.09
2025-11,IPCA,0.18
2025-12,IPCA,0.33
2026-01,IPCA,0.33
2026-02,IPCA,0.7
2026-03,IPCA,0.88
2026-04,IPCA,0.67
2026-05,IPCA,0.58
2000-05,IPCA15,0.09
2000-06,IPCA15,0.08
2000-07,IPCA15,0.78
2000-08,IPCA15,1.99
2000-09,IPCA15,0.45
2000-10,IPCA15,0.18
2000-11,IPCA15,0.17
2000-12,IPCA15,0.6
2001-01,IPCA15,0.63
2001-02,IPCA15,0.5
2001-03,IPCA15,0.36
2001-04,IPCA15,0.5
2001-05,IPCA15,0.49
2001-06,IPCA15,0.38
2001-07,IPCA15,0.94
2001-08,IPCA15,1.18
2001-09,IPCA15,0.38
2001-10,IPCA15,0.37
2001-11,IPCA15,0.99
2001-12,IPCA15,0.55
2002-01,IPCA15,0.62
2002-02,IPCA15,0.44
2002-03,IPCA15,0.4
2002-04,IPCA15,0.78
2002-05,IPCA15,0.42
2002-06,IPCA15,0.33
2002-07,IPCA15,0.77
2002-08,IPCA15,1.0
2002-09,IPCA15,0.62
2002-10,IPCA15,0.9
2002-11,IPCA15,2.08
2002-12,IPCA15,3.05
2003-01,IPCA15,1.98
2003-02,IPCA15,2.19
2003-03,IPCA15,1.14
2003-04,IPCA15,1.14
2003-05,IPCA15,0.85
2003-06,IPCA15,0.22
2003-07,IPCA15,-0.18
2003-08,IPCA15,0.27
2003-09,IPCA15,0.57
2003-10,IPCA15,0.66
2003-11,IPCA15,0.17
2003-12,IPCA15,0.46
2004-01,IPCA15,0.68
2004-02,IPCA15,0.9
2004-03,IPCA15,0.4
2004-04,IPCA15,0.21
2004-05,IPCA15,0.54
2004-06,IPCA15,0.56
2004-07,IPCA15,0.93
2004-08,IPCA15,0.79
2004-09,IPCA15,0.49
2004-10,IPCA15,0.32
2004-11,IPCA15,0.63
2004-12,IPCA15,0.84
2005-01,IPCA15,0.68
2005-02,IPCA15,0.74
2005-03,IPCA15,0.35
2005-04,IPCA15,0.74
2005-05,IPCA15,0.83
2005-06,IPCA15,0.12
2005-07,IPCA15,0.11
2005-08,IPCA15,0.28
2005-09,IPCA15,0.16
2005-10,IPCA15,0.56
2005-11,IPCA15,0.78
2005-12,IPCA15,0.38
2006-01,IPCA15,0.51
2006-02,IPCA15,0.52
2006-03,IPCA15,0.37
2006-04,IPCA15,0.17
2006-05,IPCA15,0.27
2006-06,IPCA15,-0.15
2006-07,IPCA15,-0.02
2006-08,IPCA15,0.19
2006-09,IPCA15,0.05
2006-10,IPCA15,0.29
2006-11,IPCA15,0.37
2006-12,IPCA15,0.35
2007-01,IPCA15,0.52
2007-02,IPCA15,0.46
2007-03,IPCA15,0.41
2007-04,IPCA15,0.22
2007-05,IPCA15,0.26
2007-06,IPCA15,0.29
2007-07,IPCA15,0.24
2007-08,IPCA15,0.42
2007-09,IPCA15,0.29
2007-10,IPCA15,0.24
2007-11,IPCA15,0.23
2007-12,IPCA15,0.7
2008-01,IPCA15,0.7
2008-02,IPCA15,0.64
2008-03,IPCA15,0.23
2008-04,IPCA15,0.59
2008-05,IPCA15,0.56
2008-06,IPCA15,0.9
2008-07,IPCA15,0.63
2008-08,IPCA15,0.35
2008-09,IPCA15,0.26
2008-10,IPCA15,0.3
2008-11,IPCA15,0.49
2008-12,IPCA15,0.29
2009-01,IPCA15,0.4
2009-02,IPCA15,0.63
2009-03,IPCA15,0.11
2009-04,IPCA15,0.36
2009-05,IPCA15,0.59
2009-06,IPCA15,0.38
2009-07,IPCA15,0.22
2009-08,IPCA15,0.23
2009-09,IPCA15,0.19
2009-10,IPCA15,0.18
2009-11,IPCA15,0.44
2009-12,IPCA15,0.38
2010-01,IPCA15,0.52
2010-02,IPCA15,0.94
2010-03,IPCA15,0.55
2010-04,IPCA15,0.48
2010-05,IPCA15,0.63
2010-06,IPCA15,0.19
2010-07,IPCA15,-0.09
2010-08,IPCA15,-0.05
2010-09,IPCA15,0.31
2010-10,IPCA15,0.62
2010-11,IPCA15,0.86
2010-12,IPCA15,0.69
2011-01,IPCA15,0.76
2011-02,IPCA15,0.97
2011-03,IPCA15,0.6
2011-04,IPCA15,0.77
2011-05,IPCA15,0.7
2011-06,IPCA15,0.23
2011-07,IPCA15,0.1
2011-08,IPCA15,0.27
2011-09,IPCA15,0.53
2011-10,IPCA15,0.42
2011-11,IPCA15,0.46
2011-12,IPCA15,0.56
2012-01,IPCA15,0.65
2012-02,IPCA15,0.53
2012-03,IPCA15,0.25
2012-04,IPCA15,0.43
2012-05,IPCA15,0.51
2012-06,IPCA15,0.18
2012-07,IPCA15,0.33
2012-08,IPCA15,0.39
2012-09,IPCA15,0.48
2012-10,IPCA15,0.65
2012-11,IPCA15,0.54
2012-12,IPCA15,0.69
2013-01,IPCA15,0.88
2013-02,IPCA15,0.68
2013-03,IPCA15,0.49
2013-04,IPCA15,0.51
2013-05,IPCA15,0.46
2013-06,IPCA15,0.38
2013-07,IPCA15,0.07
2013-08,IPCA15,0.16
2013-09,IPCA15,0.27
2013-10,IPCA15,0.48
2013-11,IPCA15,0.57
2013-12,IPCA15,0.75
2014-01,IPCA15,0.67
2014-02,IPCA15,0.7
2014-03,IPCA15,0.73
2014-04,IPCA15,0.78
2014-05,IPCA15,0.58
2014-06,IPCA15,0.47
2014-07,IPCA15,0.17
2014-08,IPCA15,0.14
2014-09,IPCA15,0.39
2014-10,IPCA15,0.48
2014-11,IPCA15,0.38
2014-12,IPCA15,0.79
2015-01,IPCA15,0.89
2015-02,IPCA15,1.33
2015-03,IPCA15,1.24
2015-04,IPCA15,1.07
2015-05,IPCA15,0.6
2015-06,IPCA15,0.99
2015-07,IPCA15,0.59
2015-08,IPCA15,0.43
2015-09,IPCA15,0.39
2015-10,IPCA15,0.66
2015-11,IPCA15,0.85
2015-12,IPCA15,1.18
2016-01,IPCA15,0.92
2016-02,IPCA15,1.42
2016-03,IPCA15,0.43
2016-04,IPCA15,0.51
2016-05,IPCA15,0.86
2016-06,IPCA15,0.4
2016-07,IPCA15,0.54
2016-08,IPCA15,0.45
2016-09,IPCA15,0.23
2016-10,IPCA15,0.19
2016-11,IPCA15,0.26
2016-12,IPCA15,0.19
2017-01,IPCA15,0.31
2017-02,IPCA15,0.54
2017-03,IPCA15,0.15
2017-04,IPCA15,0.21
2017-05,IPCA15,0.24
2017-06,IPCA15,0.16
2017-07,IPCA15,-0.18
2017-08,IPCA15,0.35
2017-09,IPCA15,0.11
2017-10,IPCA15,0.34
2017-11,IPCA15,0.32
2017-12,IPCA15,0.35
2018-01,IPCA15,0.39
2018-02,IPCA15,0.38
2018-03,IPCA15,0.1
2018-04,IPCA15,0.21
2018-05,IPCA15,0.14
2018-06,IPCA15,1.11
2018-07,IPCA15,0.64
2018-08,IPCA15,0.13
2018-09,IPCA15,0.09
2018-10,IPCA15,0.58
2018-11,IPCA15,0.19
2018-12,IPCA15,-0.16
2019-01,IPCA15,0.3
2019-02,IPCA15,0.34
2019-03,IPCA15,0.54
2019-04,IPCA15,0.72
2019-05,IPCA15,0.35
2019-06,IPCA15,0.06
2019-07,IPCA15,0.09
2019-08,IPCA15,0.08
2019-09,IPCA15,0.09
2019-10,IPCA15,0.09
2019-11,IPCA15,0.14
2019-12,IPCA15,1.05
2020-01,IPCA15,0.71
2020-02,IPCA15,0.22
2020-03,IPCA15,0.02
2020-04,IPCA15,-0.01
2020-05,IPCA15,-0.59
2020-06,IPCA15,0.02
2020-07,IPCA15,0.3
2020-08,IPCA15,0.23
2020-09,IPCA15,0.45
2020-10,IPCA15,0.94
2020-11,IPCA15,0.81
2020-12,IPCA15,1.06
2021-01,IPCA15,0.78
2021-02,IPCA15,0.48
2021-03,IPCA15,0.93
2021-04,IPCA15,0.6
2021-05,IPCA15,0.44
2021-06,IPCA15,0.83
2021-07,IPCA15,0.72
2021-08,IPCA15,0.89
2021-09,IPCA15,1.14
2021-10,IPCA15,1.2
2021-11,IPCA15,1.17
2021-12,IPCA15,0.78
2022-01,IPCA15,0.58
2022-02,IPCA15,0.99
2022-03,IPCA15,0.95
2022-04,IPCA15,1.73
2022-05,IPCA15,0.59
2022-06,IPCA15,0.69
2022-07,IPCA15,0.13
2022-08,IPCA15,-0.73
2022-09,IPCA15,-0.37
2022-10,IPCA15,0.16
2022-11,IPCA15,0.53
2022-12,IPCA15,0.52
2023-01,IPCA15,0.55
2023-02,IPCA15,0.76
2023-03,IPCA15,0.69
2023-04,IPCA15,0.57
2023-05,IPCA15,0.51
2023-06,IPCA15,0.04
2023-07,IPCA15,-0.07
2023-08,IPCA15,0.28
2023-09,IPCA15,0.35
2023-10,IPCA15,0.21
2023-11,IPCA15,0.33
2023-12,IPCA15,0.4
2024-01,IPCA15,0.31
2024-02,IPCA15,0.78
2024-03,IPCA15,0.36
2024-04,IPCA15,0.21
2024-05,IPCA15,0.44
2024-06,IPCA15,0.39
2024-07,IPCA15,0.3
2024-08,IPCA15,0.19
2024-09,IPCA15,0.13
2024-10,IPCA15,0.54
2024-11,IPCA15,0.62
2024-12,IPCA15,0.34
2025-01,IPCA15,0.11
2025-02,IPCA15,1.23
2025-03,IPCA15,0.64
2025-04,IPCA15,0.43
2025-05,IPCA15,0.36
2025-06,IPCA15,0.26
2025-07,IPCA15,0.33
2025-08,IPCA15,-0.14
2025-09,IPCA15,0.48
2025-10,IPCA15,0.18
2025-11,IPCA15,0.2
2025-12,IPCA15,0.25
2026-01,IPCA15,0.2
2026-02,IPCA15,0.84
2026-03,IPCA15,0.44
2026-04,IPCA15,0.89
2026-05,IPCA15,0.62
2000-01,IPCA_12m,8.85
2000-02,IPCA_12m,7.86
2000-03,IPCA_12m,6.92
2000-04,IPCA_12m,6.77
2000-05,IPCA_12m,6.47
2000-06,IPCA_12m,6.51
2000-07,IPCA_12m,7.06
2000-08,IPCA_12m,7.86
2000-09,IPCA_12m,7.77
2000-10,IPCA_12m,6.65
2000-11,IPCA_12m,5.99
2000-12,IPCA_12m,5.97
2001-01,IPCA_12m,5.92
2001-02,IPCA_12m,6.27
2001-03,IPCA_12m,6.44
2001-04,IPCA_12m,6.61
2001-05,IPCA_12m,7.04
2001-06,IPCA_12m,7.35
2001-07,IPCA_12m,7.05
2001-08,IPCA_12m,6.41
2001-09,IPCA_12m,6.46
2001-10,IPCA_12m,7.19
2001-11,IPCA_12m,7.61
2001-12,IPCA_12m,7.67
2002-01,IPCA_12m,7.62
2002-02,IPCA_12m,7.51
2002-03,IPCA_12m,7.75
2002-04,IPCA_12m,7.98
2002-05,IPCA_12m,7.77
2002-06,IPCA_12m,7.66
2002-07,IPCA_12m,7.51
2002-08,IPCA_12m,7.46
2002-09,IPCA_12m,7.93
2002-10,IPCA_12m,8.45
2002-11,IPCA_12m,10.93
2002-12,IPCA_12m,12.53
2003-01,IPCA_12m,14.47
2003-02,IPCA_12m,15.85
2003-03,IPCA_12m,16.57
2003-04,IPCA_12m,16.77
2003-05,IPCA_12m,17.24
2003-06,IPCA_12m,16.57
2003-07,IPCA_12m,15.43
2003-08,IPCA_12m,15.07
2003-09,IPCA_12m,15.14
2003-10,IPCA_12m,13.98
2003-11,IPCA_12m,11.02
2003-12,IPCA_12m,9.3
2004-01,IPCA_12m,7.71
2004-02,IPCA_12m,6.69
2004-03,IPCA_12m,5.89
2004-04,IPCA_12m,5.26
2004-05,IPCA_12m,5.15
2004-06,IPCA_12m,6.06
2004-07,IPCA_12m,6.81
2004-08,IPCA_12m,7.18
2004-09,IPCA_12m,6.7
2004-10,IPCA_12m,6.86
2004-11,IPCA_12m,7.24
2004-12,IPCA_12m,7.6
2005-01,IPCA_12m,7.41
2005-02,IPCA_12m,7.39
2005-03,IPCA_12m,7.54
2005-04,IPCA_12m,8.07
2005-05,IPCA_12m,8.05
2005-06,IPCA_12m,7.27
2005-07,IPCA_12m,6.57
2005-08,IPCA_12m,6.02
2005-09,IPCA_12m,6.04
2005-10,IPCA_12m,6.36
2005-11,IPCA_12m,6.22
2005-12,IPCA_12m,5.69
2006-01,IPCA_12m,5.7
2006-02,IPCA_12m,5.51
2006-03,IPCA_12m,5.32
2006-04,IPCA_12m,4.63
2006-05,IPCA_12m,4.23
2006-06,IPCA_12m,4.03
2006-07,IPCA_12m,3.97
2006-08,IPCA_12m,3.84
2006-09,IPCA_12m,3.7
2006-10,IPCA_12m,3.26
2006-11,IPCA_12m,3.02
2006-12,IPCA_12m,3.14
2007-01,IPCA_12m,2.99
2007-02,IPCA_12m,3.02
2007-03,IPCA_12m,2.96
2007-04,IPCA_12m,3.0
2007-05,IPCA_12m,3.18
2007-06,IPCA_12m,3.69
2007-07,IPCA_12m,3.74
2007-08,IPCA_12m,4.18
2007-09,IPCA_12m,4.15
2007-10,IPCA_12m,4.12
2007-11,IPCA_12m,4.19
2007-12,IPCA_12m,4.46
2008-01,IPCA_12m,4.56
2008-02,IPCA_12m,4.61
2008-03,IPCA_12m,4.73
2008-04,IPCA_12m,5.04
2008-05,IPCA_12m,5.58
2008-06,IPCA_12m,6.06
2008-07,IPCA_12m,6.37
2008-08,IPCA_12m,6.17
2008-09,IPCA_12m,6.25
2008-10,IPCA_12m,6.41
2008-11,IPCA_12m,6.39
2008-12,IPCA_12m,5.9
2009-01,IPCA_12m,5.84
2009-02,IPCA_12m,5.9
2009-03,IPCA_12m,5.61
2009-04,IPCA_12m,5.53
2009-05,IPCA_12m,5.2
2009-06,IPCA_12m,4.8
2009-07,IPCA_12m,4.5
2009-08,IPCA_12m,4.36
2009-09,IPCA_12m,4.34
2009-10,IPCA_12m,4.17
2009-11,IPCA_12m,4.22
2009-12,IPCA_12m,4.31
2010-01,IPCA_12m,4.59
2010-02,IPCA_12m,4.83
2010-03,IPCA_12m,5.17
2010-04,IPCA_12m,5.26
2010-05,IPCA_12m,5.22
2010-06,IPCA_12m,4.84
2010-07,IPCA_12m,4.6
2010-08,IPCA_12m,4.49
2010-09,IPCA_12m,4.7
2010-10,IPCA_12m,5.2
2010-11,IPCA_12m,5.63
2010-12,IPCA_12m,5.91
2011-01,IPCA_12m,5.99
2011-02,IPCA_12m,6.01
2011-03,IPCA_12m,6.3
2011-04,IPCA_12m,6.51
2011-05,IPCA_12m,6.55
2011-06,IPCA_12m,6.71
2011-07,IPCA_12m,6.87
2011-08,IPCA_12m,7.23
2011-09,IPCA_12m,7.31
2011-10,IPCA_12m,6.97
2011-11,IPCA_12m,6.64
2011-12,IPCA_12m,6.5
2012-01,IPCA_12m,6.22
2012-02,IPCA_12m,5.84
2012-03,IPCA_12m,5.24
2012-04,IPCA_12m,5.1
2012-05,IPCA_12m,4.99
2012-06,IPCA_12m,4.92
2012-07,IPCA_12m,5.2
2012-08,IPCA_12m,5.24
2012-09,IPCA_12m,5.28
2012-10,IPCA_12m,5.45
2012-11,IPCA_12m,5.53
2012-12,IPCA_12m,5.84
2013-01,IPCA_12m,6.15
2013-02,IPCA_12m,6.31
2013-03,IPCA_12m,6.59
2013-04,IPCA_12m,6.49
2013-05,IPCA_12m,6.5
2013-06,IPCA_12m,6.7
2013-07,IPCA_12m,6.27
2013-08,IPCA_12m,6.09
2013-09,IPCA_12m,5.86
2013-10,IPCA_12m,5.84
2013-11,IPCA_12m,5.77
2013-12,IPCA_12m,5.91
2014-01,IPCA_12m,5.59
2014-02,IPCA_12m,5.68
2014-03,IPCA_12m,6.15
2014-04,IPCA_12m,6.28
2014-05,IPCA_12m,6.37
2014-06,IPCA_12m,6.52
2014-07,IPCA_12m,6.5
2014-08,IPCA_12m,6.51
2014-09,IPCA_12m,6.75
2014-10,IPCA_12m,6.59
2014-11,IPCA_12m,6.56
2014-12,IPCA_12m,6.41
2015-01,IPCA_12m,7.14
2015-02,IPCA_12m,7.7
2015-03,IPCA_12m,8.13
2015-04,IPCA_12m,8.17
2015-05,IPCA_12m,8.47
2015-06,IPCA_12m,8.89
2015-07,IPCA_12m,9.56
2015-08,IPCA_12m,9.53
2015-09,IPCA_12m,9.49
2015-10,IPCA_12m,9.93
2015-11,IPCA_12m,10.48
2015-12,IPCA_12m,10.67
2016-01,IPCA_12m,10.71
2016-02,IPCA_12m,10.36
2016-03,IPCA_12m,9.39
2016-04,IPCA_12m,9.28
2016-05,IPCA_12m,9.32
2016-06,IPCA_12m,8.84
2016-07,IPCA_12m,8.74
2016-08,IPCA_12m,8.97
2016-09,IPCA_12m,8.48
2016-10,IPCA_12m,7.87
2016-11,IPCA_12m,6.99
2016-12,IPCA_12m,6.29
2017-01,IPCA_12m,5.35
2017-02,IPCA_12m,4.76
2017-03,IPCA_12m,4.57
2017-04,IPCA_12m,4.08
2017-05,IPCA_12m,3.6
2017-06,IPCA_12m,3.0
2017-07,IPCA_12m,2.71
2017-08,IPCA_12m,2.46
2017-09,IPCA_12m,2.54
2017-10,IPCA_12m,2.7
2017-11,IPCA_12m,2.8
2017-12,IPCA_12m,2.95
2018-01,IPCA_12m,2.86
2018-02,IPCA_12m,2.84
2018-03,IPCA_12m,2.68
2018-04,IPCA_12m,2.76
2018-05,IPCA_12m,2.86
2018-06,IPCA_12m,4.39
2018-07,IPCA_12m,4.48
2018-08,IPCA_12m,4.19
2018-09,IPCA_12m,4.53
2018-10,IPCA_12m,4.56
2018-11,IPCA_12m,4.05
2018-12,IPCA_12m,3.75
2019-01,IPCA_12m,3.78
2019-02,IPCA_12m,3.89
2019-03,IPCA_12m,4.58
2019-04,IPCA_12m,4.94
2019-05,IPCA_12m,4.66
2019-06,IPCA_12m,3.37
2019-07,IPCA_12m,3.22
2019-08,IPCA_12m,3.43
2019-09,IPCA_12m,2.89
2019-10,IPCA_12m,2.54
2019-11,IPCA_12m,3.27
2019-12,IPCA_12m,4.31
2020-01,IPCA_12m,4.19
2020-02,IPCA_12m,4.01
2020-03,IPCA_12m,3.3
2020-04,IPCA_12m,2.4
2020-05,IPCA_12m,1.88
2020-06,IPCA_12m,2.13
2020-07,IPCA_12m,2.31
2020-08,IPCA_12m,2.44
2020-09,IPCA_12m,3.14
2020-10,IPCA_12m,3.92
2020-11,IPCA_12m,4.31
2020-12,IPCA_12m,4.52
2021-01,IPCA_12m,4.56
2021-02,IPCA_12m,5.2
2021-03,IPCA_12m,6.1
2021-04,IPCA_12m,6.76
2021-05,IPCA_12m,8.06
2021-06,IPCA_12m,8.35
2021-07,IPCA_12m,8.99
2021-08,IPCA_12m,9.68
2021-09,IPCA_12m,10.25
2021-10,IPCA_12m,10.67
2021-11,IPCA_12m,10.74
2021-12,IPCA_12m,10.06
2022-01,IPCA_12m,10.38
2022-02,IPCA_12m,10.54
2022-03,IPCA_12m,11.3
2022-04,IPCA_12m,12.13
2022-05,IPCA_12m,11.73
2022-06,IPCA_12m,11.89
2022-07,IPCA_12m,10.07
2022-08,IPCA_12m,8.73
2022-09,IPCA_12m,7.17
2022-10,IPCA_12m,6.47
2022-11,IPCA_12m,5.9
2022-12,IPCA_12m,5.79
2023-01,IPCA_12m,5.77
2023-02,IPCA_12m,5.6
2023-03,IPCA_12m,4.65
2023-04,IPCA_12m,4.18
2023-05,IPCA_12m,3.94
2023-06,IPCA_12m,3.16
2023-07,IPCA_12m,3.99
2023-08,IPCA_12m,4.61
